Query_number,Doc_number
1040312,211782
1040312,358881
1040312,174670
1040312,112538
1040099,201197
1040099,442366
1040099,19086
1040099,135244
1040099,154993
1040099,337293
1040099,189054
1040099,37891
1040099,158863
1040099,209032
1040088,48520
1040088,236001
1040088,41722
1040088,374606
1040088,296412
1040088,487776
1040088,157251
1040088,483629
1040088,56557
1040088,410396
1040082,36948
1040082,452446
1040082,435692
1040082,412839
1040082,180238
1040082,37560
1040082,328332
1040082,132408
1040082,390855
1040082,86593
1040064,447692
1040064,360226
1040064,330070
1040064,62557
1040064,377698
1040064,11116
1040064,65640
1040064,131576
1040064,304193
1040064,320781
1100010,98423
1100010,338106
1100010,286663
1100010,350767
1100010,401585
1100010,75663
1100010,409426
1100010,475490
1100010,308195
1100010,15163
1040038,420783
1040038,33473
1040038,467781
1040038,403128
1040038,87582
1040038,107880
1040038,486988
1040038,448988
1040038,70076
1040038,399485
1040030,335264
1040030,300388
1040030,38882
1040030,100919
1040030,21468
1040030,91149
1040030,417049
1040030,406063
1040030,102515
1040030,287778
1039728,358293
1039728,74780
1039728,240622
1039728,151238
1039728,258210
1039728,434641
1039728,293792
1039728,814
1039728,139769
1039728,327663
1039521,459850
1039521,447359
1039521,90195
1039521,34973
1039521,84040
1039521,197979
1039521,492132
1039521,40880
1039521,455346
1039521,265326
1039298,254701
1039298,167807
1039298,227841
1039298,40591
1039298,490607
1039298,335428
1039298,496370
1039298,369350
1039298,78701
1039298,115309
1099998,423769
1099998,193975
1099998,328825
1099998,76447
1099998,48799
1099998,260059
1099998,66251
1099998,330758
1099998,433707
1099998,51257
1039002,114490
1039002,184722
1039002,180878
1039002,158531
1039002,475935
1039002,265814
1039002,401192
1039002,485998
1039002,328752
1039002,101443
1038879,60555
1038879,16945
1038879,266902
1038879,188821
1038879,91263
1038879,78180
1038879,298632
1038879,226810
1038879,222474
1038879,148530
1038859,337410
1038859,34146
1038859,90193
1038859,327083
1038859,318267
1038859,338502
1038859,499271
1038859,451474
1038859,451936
1038859,93145
1038830,203902
1038830,432891
1038830,250254
1038830,199509
1038830,375778
1038830,162383
1038830,476794
1038830,171926
1038830,378216
1038830,306432
1038724,166655
1038724,479372
1038724,67365
1038724,343468
1038724,77206
1038724,200513
1038724,255130
1038724,271760
1038724,423803
1038724,161993
1038527,70966
1038527,112226
1038527,337626
1038527,274810
1038527,370849
1038527,258976
1038527,287138
1038527,420064
1038527,339581
1038527,305997
1099985,239869
1099985,311926
1099985,382486
1099985,123812
1099985,396577
1099985,28036
1099985,229727
1099985,320023
1099985,158249
1099985,34889
1038184,288056
1038184,313729
1038184,370752
1038184,339304
1038184,381620
1038184,351839
1038184,415644
1038184,463262
1038184,356545
1038184,359460
1099981,426389
1099981,193975
1099981,434797
1099981,231086
1099981,461201
1099981,239896
1099981,103881
1099981,290736
1099981,123532
1099981,283819
1099980,186573
1099980,268427
1099980,305478
1099980,16824
1099980,331
1099980,306762
1099980,75664
1099980,239863
1099980,344154
1099980,159286
1037872,196904
1037872,114305
1037872,14308
1037872,104632
1037872,476474
1037872,1021
1037872,448846
1037872,212770
1037872,380124
1037872,353058
1037817,48635
1037817,200351
1037817,216549
1037817,88281
1037817,254355
1037817,406234
1037817,272583
1037817,142938
1037817,104198
1037817,417811
1037689,142251
1037689,110098
1037689,53899
1037689,453090
1037689,94945
1037689,382673
1037689,479040
1037689,170335
1037689,383755
1037689,108847
1037250,408716
1037250,6547
1037250,182827
1037250,429560
1037250,431725
1037250,223757
1037250,480911
1037250,424559
1037250,132319
1037250,145681
1036784,137227
1036784,475921
1036784,334921
1036784,47065
1036784,131266
1036784,138285
1036784,55985
1036784,312404
1036784,338629
1036784,185636
1036782,96604
1036782,374913
1036782,424261
1036782,447124
1036782,307197
1036782,267758
1036782,430908
1036782,138093
1036782,211450
1036782,240646
1036627,255989
1036627,8701
1036627,164011
1036627,322025
1036627,272232
1036627,121564
1036627,382129
1036627,115004
1036627,270102
1036627,24917
1102177,123469
1102177,103412
1102177,227957
1102177,82574
1102177,62378
1102177,313038
1102177,450766
1102177,185475
1102177,378654
1102177,184776
1036385,276042
1036385,437832
1036385,341452
1036385,51265
1036385,382129
1036385,115004
1036385,82622
1036385,270102
1036385,193329
1036385,123662
1036380,316367
1036380,131342
1036380,255636
1036380,229277
1036380,452223
1036380,285369
1036380,489600
1036380,194159
1036380,486295
1036380,476400
1036244,243536
1036244,279595
1036244,327327
1036244,355059
1036244,24367
1036244,280982
1036244,219763
1036244,344346
1036244,21939
1036244,402479
1036214,357653
1036214,203784
1036214,256510
1036214,443044
1036214,332831
1036214,206472
1036214,370915
1036214,279906
1036214,159988
1036214,368462
1036005,31930
1036005,457944
1036005,311394
1036005,359643
1036005,190792
1036005,105627
1036005,263903
1036005,399926
1036005,356369
1036005,32878
1035931,96397
1035931,225715
1035931,91388
1035931,13740
1035931,357650
1035931,229230
1035931,394289
1035931,116085
1035931,100422
1035931,9155
1035874,192320
1035874,345303
1035874,27656
1035874,414923
1035874,446032
1035874,124368
1035874,324847
1035874,283274
1035874,423000
1035874,11375
1035805,362047
1035805,144314
1035805,482202
1035805,167789
1035805,296659
1035805,326074
1035805,488661
1035805,189629
1035805,413185
1035805,146061
1035719,99950
1035719,404361
1035719,96065
1035719,289037
1035719,385493
1035719,254655
1035719,218039
1035719,232595
1035719,87299
1035719,231767
1035535,238066
1035535,390364
1035535,285343
1035535,348628
1035535,246095
1035535,446032
1035535,344655
1035535,186509
1035535,34924
1035535,72137
1035383,368987
1035383,10375
1035383,445839
1035383,271753
1035383,192481
1035383,160611
1035383,93143
1035383,15767
1035383,355878
1035383,5044
1035379,465945
1035379,331600
1035379,405053
1035379,187375
1035379,132350
1035379,58459
1035379,462935
1035379,41513
1035379,725
1035379,224366
1035367,83664
1035367,212685
1035367,243146
1035367,398500
1035367,259625
1035367,486016
1035367,62614
1035367,82473
1035367,261649
1035367,165933
1035321,403128
1035321,2492
1035321,324807
1035321,169569
1035321,67197
1035321,395453
1035321,430048
1035321,64563
1035321,155909
1035321,345140
1035278,349588
1035278,204585
1035278,412069
1035278,237928
1035278,405532
1035278,93263
1035278,336022
1035278,360133
1035278,188554
1035278,9961
1035247,67211
1035247,249336
1035247,240793
1035247,84889
1035247,71236
1035247,359990
1035247,413057
1035247,256209
1035247,182978
1035247,474068
1035006,11608
1035006,246009
1035006,105374
1035006,292200
1035006,203939
1035006,235896
1035006,167688
1035006,406099
1035006,183300
1035006,363252
1034845,177087
1034845,245227
1034845,382129
1034845,115004
1034845,171421
1034845,477549
1034845,437190
1034845,107559
1034845,162419
1034845,138954
1034761,33943
1034761,169222
1034761,225299
1034761,170212
1034761,25458
1034761,419086
1034761,488170
1034761,499765
1034761,478658
1034761,99643
1034703,39793
1034703,79182
1034703,201095
1034703,445500
1034703,364909
1034703,442536
1034703,194170
1034703,203967
1034703,238918
1034703,131266
1034680,344443
1034680,449932
1034680,429496
1034680,72842
1034680,440592
1034680,389325
1034680,170757
1034680,45472
1034680,140756
1034680,217054
1034666,321254
1034666,337360
1034666,494976
1034666,376096
1034666,193034
1034666,499567
1034666,157016
1034666,5563
1034666,19010
1034666,44374
1034595,138570
1034595,252678
1034595,494356
1034595,142598
1034595,441774
1034595,294919
1034595,405702
1034595,271753
1034595,61191
1034595,311597
1034587,184687
1034587,178044
1034587,35443
1034587,489930
1034587,346735
1034587,349291
1034587,280148
1034587,55235
1034587,404544
1034587,373327
1034446,353367
1034446,44288
1034446,294671
1034446,341280
1034446,114599
1034446,38751
1034446,469361
1034446,303714
1034446,104816
1034446,83476
1034409,479672
1034409,161094
1034409,40133
1034409,293049
1034409,416381
1034409,251476
1034409,490652
1034409,398267
1034409,302819
1034409,240032
1034204,486452
1034204,260874
1034204,6063
1034204,447974
1034204,262661
1034204,296918
1034204,356162
1034204,383798
1034204,387005
1034204,416104
1034136,231371
1034136,197676
1034136,160611
1034136,271753
1034136,190677
1034136,93143
1034136,355878
1034136,441774
1034136,278138
1034136,68768
1099914,416054
1099914,474844
1099914,225551
1099914,432091
1099914,27887
1099914,318617
1099914,157063
1099914,391494
1099914,44900
1099914,64282
1033962,263589
1033962,377444
1033962,444911
1033962,433107
1033962,119235
1033962,234515
1033962,307495
1033962,152101
1033962,78028
1033962,386910
1033927,301055
1033927,324815
1033927,220456
1033927,272902
1033927,368134
1033927,322765
1033927,212724
1033927,380272
1033927,369740
1033927,321303
1099911,460978
1099911,391345
1099911,65149
1099911,75467
1099911,118316
1099911,25489
1099911,58072
1099911,450465
1099911,227627
1099911,122569
1033725,59622
1033725,226874
1033725,59888
1033725,180878
1033725,13858
1033725,412255
1033725,270051
1033725,447791
1033725,444129
1033725,263589
1033718,63678
1033718,52158
1033718,568
1033718,80439
1033718,230998
1033718,56512
1033718,72675
1033718,294533
1033718,40180
1033718,149463
1033652,109673
1033652,241023
1033652,436917
1033652,259049
1033652,13858
1033652,266512
1033652,437366
1033652,53487
1033652,483243
1033652,13260
1033534,295520
1033534,82851
1033534,44595
1033534,160301
1033534,133959
1033534,425462
1033534,476214
1033534,21473
1033534,289795
1033534,186312
1033398,359734
1033398,253047
1033398,151887
1033398,281796
1033398,472268
1033398,380914
1033398,301055
1033398,392527
1033398,244548
1033398,347961
1033250,213844
1033250,124867
1033250,152786
1033250,98075
1033250,94278
1033250,343361
1033250,275885
1033250,426335
1033250,481812
1033250,93096
1033249,345601
1033249,287778
1033249,484143
1033249,144618
1033249,146469
1033249,389325
1033249,489620
1033249,377444
1033249,259027
1033249,178569
1033205,286549
1033205,490007
1033205,376075
1033205,118269
1033205,387428
1033205,368753
1033205,322062
1033205,235042
1033205,316478
1033205,175941
1033092,259393
1033092,323794
1033092,193072
1033092,198915
1033092,247939
1033092,363854
1033092,82443
1033092,261194
1033092,420353
1033092,222803
1032822,29214
1032822,272232
1032822,350886
1032822,113208
1032822,311822
1032822,371962
1032822,37158
1032822,428519
1032822,35212
1032822,261455
1032758,194718
1032758,435916
1032758,288958
1032758,454584
1032758,237774
1032758,165187
1032758,116561
1032758,172299
1032758,258337
1032758,225899
1032341,477822
1032341,487272
1032341,405333
1032341,372497
1032341,260760
1032341,100315
1032341,401208
1032341,301079
1032341,393080
1032341,175574
1032281,147698
1032281,311929
1032281,289936
1032281,387403
1032281,192336
1032281,320802
1032281,200822
1032281,47820
1032281,231072
1032281,404082
1099888,36598
1099888,439400
1099888,437494
1099888,414311
1099888,179620
1099888,60275
1099888,428229
1099888,72321
1099888,132603
1099888,32039
1032198,139168
1032198,111283
1032198,298992
1032198,62652
1032198,179775
1032198,117886
1032198,333291
1032198,213979
1032198,180531
1032198,280474
1032182,203158
1032182,476507
1032182,15209
1032182,428380
1032182,162799
1032182,164478
1032182,461420
1032182,261311
1032182,127918
1032182,369200
1032019,188515
1032019,23785
1032019,403795
1032019,21352
1032019,484262
1032019,316961
1032019,2733
1032019,486949
1032019,336588
1032019,86823
1031976,278326
1031976,323161
1031976,241554
1031976,246736
1031976,399065
1031976,256624
1031976,400765
1031976,413651
1031976,175980
1031976,20765
1031861,270963
1031861,300944
1031861,207555
1031861,337213
1031861,248261
1031861,170467
1031861,484773
1031861,499721
1031861,188125
1031861,376088
1031684,321358
1031684,249437
1031684,405816
1031684,100481
1031684,412366
1031684,307813
1031684,206918
1031684,284561
1031684,257641
1031684,422096
1031682,389325
1031682,80745
1031682,224641
1031682,344443
1031682,142214
1031682,218446
1031682,27581
1031682,58415
1031682,449932
1031682,12660
1031054,143053
1031054,319351
1031054,125699
1031054,68922
1031054,430664
1031054,470270
1031054,399403
1031054,320328
1031054,439180
1031054,387531
1031033,292583
1031033,82113
1031033,429133
1031033,132187
1031033,112538
1031033,358881
1031033,231328
1031033,26887
1031033,184251
1031033,333115
1031032,176766
1031032,437552
1031032,40778
1031032,173770
1031032,160371
1031032,444308
1031032,383629
1031032,358505
1031032,9297
1031032,414498
1030924,232783
1030924,354404
1030924,238024
1030924,431494
1030924,302109
1030924,356149
1030924,79920
1030924,375598
1030924,376363
1030924,229949
1030823,161824
1030823,350183
1030823,417579
1030823,135273
1030823,343987
1030823,228383
1030823,420078
1030823,87432
1030823,271549
1030823,196025
1030722,105971
1030722,119056
1030722,6334
1030722,449365
1030722,86062
1030722,246917
1030722,250945
1030722,442873
1030722,206626
1030722,439658
1030623,245287
1030623,239341
1030623,405045
1030623,219863
1030623,25871
1030623,263965
1030623,442761
1030623,257152
1030623,371698
1030623,436871
1099859,105689
1099859,304585
1099859,170167
1099859,458280
1099859,38397
1099859,224512
1099859,497834
1099859,422107
1099859,124733
1099859,127487
1030381,299804
1030381,40894
1030381,228681
1030381,457418
1030381,149360
1030381,204495
1030381,59788
1030381,143860
1030381,19042
1030381,391403
1099855,169157
1099855,17844
1099855,160592
1099855,423519
1099855,485580
1099855,463748
1099855,482423
1099855,29263
1099855,27056
1099855,241173
1030378,86635
1030378,277962
1030378,443153
1030378,332310
1030378,178218
1030378,445977
1030378,69742
1030378,313995
1030378,408104
1030378,34639
1030324,422934
1030324,375289
1030324,396423
1030324,259931
1030324,21237
1030324,110548
1030324,106693
1030324,44393
1030324,163218
1030324,204680
1030176,232784
1030176,306955
1030176,382129
1030176,130332
1030176,115004
1030176,270102
1030176,177087
1030176,162419
1030176,193329
1030176,424979
1029909,113910
1029909,288248
1029909,322923
1029909,77862
1029909,17221
1029909,218704
1029909,279527
1029909,309609
1029909,160222
1029909,67455
1029908,114701
1029908,69742
1029908,105113
1029908,264604
1029908,394808
1029908,38419
1029908,367500
1029908,428724
1029908,238568
1029908,329639
1029772,6046
1029772,248582
1029772,138470
1029772,218672
1029772,234352
1029772,174765
1029772,226105
1029772,4027
1029772,236865
1029772,277663
1029617,136796
1029617,331925
1029617,484851
1029617,275687
1029617,158785
1029617,224838
1029617,133358
1029617,268021
1029617,444952
1029617,40856
1029552,301386
1029552,281898
1029552,224691
1029552,458618
1029552,6816
1029552,322633
1029552,147291
1029552,127914
1029552,346823
1029552,301975
1029544,312853
1029544,28991
1029544,185182
1029544,418978
1029544,8813
1029544,434140
1029544,492926
1029544,278487
1029544,44421
1029544,355574
1029492,408336
1029492,474018
1029492,84535
1029492,139065
1029492,164134
1029492,180552
1029492,308206
1029492,152997
1029492,492100
1029492,387779
1099836,421771
1099836,383904
1099836,322672
1099836,363465
1099836,69628
1099836,465751
1099836,181174
1099836,234521
1099836,132094
1099836,196989
1099834,375477
1099834,111270
1099834,403002
1099834,119981
1099834,465552
1099834,441738
1099834,440943
1099834,471755
1099834,100598
1099834,58787
1029124,66396
1029124,91755
1029124,210440
1029124,358707
1029124,367199
1029124,136562
1029124,447621
1029124,226843
1029124,50916
1029124,491728
1029058,326726
1029058,189840
1029058,131441
1029058,299332
1029058,319046
1029058,48725
1029058,96707
1029058,254960
1029058,51947
1029058,164479
1029031,100249
1029031,187352
1029031,399809
1029031,173352
1029031,156717
1029031,45058
1029031,264618
1029031,75649
1029031,86072
1029031,116369
1029030,491049
1029030,228128
1029030,316143
1029030,29224
1029030,258576
1029030,350094
1029030,311200
1029030,93545
1029030,207284
1029030,16859
1029003,458800
1029003,388418
1029003,159765
1029003,454684
1029003,287778
1029003,334764
1029003,421559
1029003,230312
1029003,444852
1029003,448737
1028796,59125
1028796,360357
1028796,212847
1028796,113822
1028796,396675
1028796,174767
1028796,41827
1028796,382129
1028796,380398
1028796,90745
1028755,428173
1028755,141025
1028755,487572
1028755,250100
1028755,332117
1028755,69304
1028755,34167
1028755,309503
1028755,463492
1028755,407158
1028753,125494
1028753,37751
1028753,487099
1028753,489652
1028753,125949
1028753,76763
1028753,494356
1028753,489507
1028753,175055
1028753,294919
1099823,268254
1099823,447244
1099823,298164
1099823,57437
1099823,489181
1099823,293463
1099823,144309
1099823,143501
1099823,474504
1099823,236508
1028711,323390
1028711,146134
1028711,365195
1028711,189270
1028711,40853
1028711,249783
1028711,95185
1028711,388623
1028711,375104
1028711,196893
1028608,175207
1028608,141014
1028608,180878
1028608,243136
1028608,175638
1028608,192171
1028608,104401
1028608,349287
1028608,113688
1028608,94157
1028598,196494
1028598,486630
1028598,16631
1028598,491426
1028598,476525
1028598,21832
1028598,358169
1028598,390691
1028598,158873
1028598,458071
1028538,170453
1028538,147409
1028538,57164
1028538,407089
1028538,134600
1028538,63650
1028538,392496
1028538,328013
1028538,252818
1028538,137314
1099816,395753
1099816,58625
1099816,70127
1099816,447024
1099816,395235
1099816,158376
1099816,279772
1099816,261079
1099816,266476
1099816,407766
1028179,56720
1028179,406130
1028179,201588
1028179,269240
1028179,25471
1028179,10039
1028179,238495
1028179,65900
1028179,317640
1028179,38501
1028098,63660
1028098,42376
1028098,29097
1028098,216349
1028098,392185
1028098,54430
1028098,324041
1028098,51281
1028098,103890
1028098,302967
1027919,88573
1027919,343714
1027919,336124
1027919,216405
1027919,126599
1027919,419384
1027919,433467
1027919,228137
1027919,364581
1027919,288961
1027817,278087
1027817,448819
1027817,487660
1027817,18747
1027817,204221
1027817,321743
1027817,330465
1027817,259797
1027817,350518
1027817,7703
1027812,232163
1027812,90464
1027812,238780
1027812,238762
1027812,88441
1027812,449938
1027812,164760
1027812,79471
1027812,201095
1027812,364909
1102163,204797
1102163,481218
1102163,259027
1102163,258491
1102163,124983
1102163,279455
1102163,264534
1102163,103657
1102163,369045
1102163,347130
1027373,76363
1027373,38674
1027373,436895
1027373,45505
1027373,293480
1027373,273386
1027373,478547
1027373,427005
1027373,439896
1027373,190738
1099806,435686
1099806,154515
1099806,131296
1099806,226664
1099806,470459
1099806,419072
1099806,394525
1099806,312995
1099806,59479
1099806,495924
1099805,398415
1099805,227014
1099805,650
1099805,106339
1099805,263649
1099805,489106
1099805,52559
1099805,63951
1099805,350741
1099805,470310
1027178,290625
1027178,429962
1027178,239547
1027178,184392
1027178,152853
1027178,203289
1027178,193212
1027178,176104
1027178,447959
1027178,199754
1026991,398073
1026991,73080
1026991,114360
1026991,184659
1026991,435381
1026991,109073
1026991,482924
1026991,216486
1026991,436906
1026991,437509
1026799,152012
1026799,112124
1026799,208824
1026799,47374
1026799,357145
1026799,159267
1026799,240246
1026799,301920
1026799,24512
1026799,422398
1026768,326791
1026768,120325
1026768,378370
1026768,15918
1026768,334819
1026768,149800
1026768,483781
1026768,141557
1026768,310472
1026768,278495
1026148,89086
1026148,225528
1026148,292599
1026148,101616
1026148,219837
1026148,359042
1026148,119603
1026148,471424
1026148,23321
1026148,392947
1025991,427830
1025991,407338
1025991,293349
1025991,32609
1025991,497728
1025991,252331
1025991,341250
1025991,419350
1025991,444446
1025991,493650
1025801,340378
1025801,104529
1025801,147296
1025801,464740
1025801,82101
1025801,275745
1025801,245241
1025801,476265
1025801,216544
1025801,328747
1025624,59083
1025624,295341
1025624,316793
1025624,328759
1025624,469215
1025624,350748
1025624,15813
1025624,501022
1025624,343964
1025624,149972
1025483,324670
1025483,96498
1025483,149151
1025483,432255
1025483,493863
1025483,261455
1025483,272232
1025483,480753
1025483,87807
1025483,371901
1025290,72739
1025290,13920
1025290,385084
1025290,258174
1025290,484762
1025290,398326
1025290,414773
1025290,170352
1025290,459879
1025290,156507
1025270,324853
1025270,4041
1025270,16633
1025270,20397
1025270,321769
1025270,40975
1025270,308824
1025270,289009
1025270,149559
1025270,116320
1025259,235473
1025259,397748
1025259,406204
1025259,13696
1025259,124466
1025259,241528
1025259,416457
1025259,31307
1025259,126798
1025259,435196
1024904,404736
1024904,155014
1024904,203895
1024904,192393
1024904,164715
1024904,461767
1024904,178508
1024904,41251
1024904,123543
1024904,369484
1024893,120495
1024893,148278
1024893,13987
1024893,408183
1024893,463308
1024893,215965
1024893,161086
1024893,481180
1024893,77087
1024893,445922
1024727,69471
1024727,221708
1024727,123215
1024727,103803
1024727,366778
1024727,142307
1024727,295964
1024727,137107
1024727,92136
1024727,471727
1024672,204093
1024672,486430
1024672,414350
1024672,266537
1024672,177383
1024672,369279
1024672,221444
1024672,263859
1024672,452769
1024672,103021
1024667,490482
1024667,320850
1024667,397190
1024667,234851
1024667,154784
1024667,221855
1024667,88558
1024667,304277
1024667,398526
1024667,170631
1024592,36306
1024592,328837
1024592,296239
1024592,81786
1024592,198285
1024592,88910
1024592,97243
1024592,256956
1024592,480417
1024592,280546
1024591,320731
1024591,152980
1024591,468683
1024591,377913
1024591,317106
1024591,268067
1024591,47724
1024591,326388
1024591,461914
1024591,113778
1024528,285555
1024528,267366
1024528,443740
1024528,436897
1024528,200736
1024528,137842
1024528,444492
1024528,86898
1024528,377552
1024528,231776
1024288,3599
1024288,269362
1024288,134413
1024288,465945
1024288,331600
1024288,432236
1024288,214063
1024288,405053
1024288,187375
1024288,457997
1024221,454999
1024221,157343
1024221,201989
1024221,440378
1024221,187693
1024221,397563
1024221,103289
1024221,315192
1024221,277736
1024221,26546
1024166,340490
1024166,441020
1024166,1626
1024166,207831
1024166,324737
1024166,191561
1024166,377984
1024166,9480
1024166,349286
1024166,448912
1024069,276303
1024069,351807
1024069,80500
1024069,238097
1024069,479927
1024069,392851
1024069,309706
1024069,419635
1024069,213013
1024069,1156
1099756,193773
1099756,100983
1099756,407915
1099756,455022
1099756,396078
1099756,436169
1099756,467041
1099756,200046
1099756,226542
1099756,365148
1023025,104608
1023025,196167
1023025,481313
1023025,325549
1023025,209089
1023025,488862
1023025,270371
1023025,175875
1023025,289830
1023025,365215
1022907,285677
1022907,390232
1022907,282601
1022907,63937
1022907,413824
1022907,30172
1022907,367313
1022907,220
1022907,283305
1022907,473489
1022832,271267
1022832,58608
1022832,6072
1022832,254125
1022832,277656
1022832,250299
1022832,361818
1022832,292484
1022832,331693
1022832,313719
1022782,184133
1022782,327960
1022782,263855
1022782,110078
1022782,123299
1022782,464655
1022782,67365
1022782,321257
1022782,314622
1022782,104545
1022712,209249
1022712,67982
1022712,252893
1022712,64670
1022712,495525
1022712,332695
1022712,76125
1022712,66178
1022712,273050
1022712,432087
1022621,339542
1022621,181787
1022621,303911
1022621,318752
1022621,3257
1022621,234756
1022621,76221
1022621,201095
1022621,364909
1022621,283103
1022442,358743
1022442,311012
1022442,183829
1022442,85614
1022442,326736
1022442,57460
1022442,127287
1022442,29553
1022442,461829
1022442,429968
1022410,367328
1022410,307416
1022410,375273
1022410,27543
1022410,233971
1022410,337854
1022410,6969
1022410,345971
1022410,445645
1022410,456843
1022370,338132
1022370,14579
1022370,446272
1022370,8873
1022370,449839
1022370,429175
1022370,324040
1022370,6233
1022370,361085
1022370,373269
1022359,34639
1022359,493450
1022359,268515
1022359,399827
1022359,244809
1022359,375657
1022359,45581
1022359,444349
1022359,91487
1022359,318999
1022198,109538
1022198,45567
1022198,130680
1022198,37928
1022198,138904
1022198,83703
1022198,312258
1022198,232891
1022198,333778
1022198,429647
1022178,464643
1022178,95276
1022178,456805
1022178,374846
1022178,113702
1022178,137485
1022178,467470
1022178,10980
1022178,417038
1022178,418273
1022124,34365
1022124,361470
1022124,435603
1022124,389964
1022124,426662
1022124,351928
1022124,145252
1022124,157165
1022124,402415
1022124,6252
1021971,156335
1021971,485009
1021971,395037
1021971,179821
1021971,419583
1021971,168426
1021971,95818
1021971,341149
1021971,278304
1021971,294791
1099729,402883
1099729,155983
1099729,250074
1099729,223537
1099729,105479
1099729,455014
1099729,358166
1099729,223118
1099729,220482
1099729,3094
1021931,362443
1021931,198768
1021931,317656
1021931,146757
1021931,288764
1021931,191352
1021931,472934
1021931,235486
1021931,101544
1021931,375679
1021900,409952
1021900,389382
1021900,305711
1021900,60624
1021900,187917
1021900,407590
1021900,444431
1021900,392031
1021900,380124
1021900,410423
1099726,37527
1099726,398961
1099726,225834
1099726,109705
1099726,102952
1099726,216842
1099726,449237
1099726,45336
1099726,269639
1099726,269077
1021797,210251
1021797,233027
1021797,194121
1021797,373997
1021797,153333
1021797,283127
1021797,295826
1021797,226526
1021797,22238
1021797,380054
1021695,120013
1021695,369206
1021695,102437
1021695,279124
1021695,127751
1021695,346859
1021695,355519
1021695,49191
1021695,182799
1021695,427867
1021605,495639
1021605,312258
1021605,418614
1021605,195736
1021605,83703
1021605,167826
1021605,402177
1021605,415158
1021605,22193
1021605,49635
1021327,202740
1021327,318787
1021327,81268
1021327,294103
1021327,324325
1021327,26494
1021327,281009
1021327,209708
1021327,148362
1021327,433558
1021324,64100
1021324,26474
1021324,283848
1021324,235784
1021324,268940
1021324,378357
1021324,488669
1021324,133794
1021324,85726
1021324,12253
1021170,178191
1021170,218936
1021170,457076
1021170,124375
1021170,155863
1021170,149138
1021170,195948
1021170,421850
1021170,446934
1021170,1249
1021065,71292
1021065,331550
1021065,186842
1021065,380823
1021065,365730
1021065,154302
1021065,266386
1021065,239415
1021065,293139
1021065,321542
1021053,187112
1021053,70916
1021053,343112
1021053,162652
1021053,159968
1021053,380689
1021053,376741
1021053,309274
1021053,31045
1021053,362278
1020907,492347
1020907,75051
1020907,110578
1020907,188411
1020907,259528
1020907,342781
1020907,269953
1020907,429002
1020907,371517
1020907,291010
1020724,128171
1020724,381305
1020724,187037
1020724,475088
1020724,207766
1020724,475700
1020724,116265
1020724,461899
1020724,148084
1020724,162848
1020500,66848
1020500,389612
1020500,317909
1020500,414593
1020500,378510
1020500,412890
1020500,322028
1020500,327517
1020500,300834
1020500,304054
1099706,235641
1099706,111116
1099706,267297
1099706,352488
1099706,119412
1099706,287899
1099706,497765
1099706,75201
1099706,286912
1099706,167735
1020244,319085
1020244,57002
1020244,133547
1020244,256650
1020244,327742
1020244,225347
1020244,397141
1020244,346306
1020244,200793
1020244,252585
1099700,325789
1099700,58625
1099700,20988
1099700,444816
1099700,122697
1099700,75483
1099700,246891
1099700,251744
1099700,206698
1099700,339732
1019783,176390
1019783,295266
1019783,487226
1019783,226187
1019783,267913
1019783,53579
1019783,9176
1019783,372544
1019783,421124
1019783,109004
1019724,121066
1019724,150934
1019724,218390
1019724,277619
1019724,140414
1019724,97813
1019724,331885
1019724,490560
1019724,415560
1019724,9712
1019649,333294
1019649,60246
1019649,101634
1019649,284637
1019649,469847
1019649,385254
1019649,308129
1019649,294002
1019649,227508
1019649,32020
1019414,437167
1019414,106956
1019414,352122
1019414,306275
1019414,346904
1019414,178677
1019414,116304
1019414,221799
1019414,328382
1019414,229719
1019262,369455
1019262,197577
1019262,446300
1019262,236551
1019262,181479
1019262,21760
1019262,363824
1019262,146719
1019262,38675
1019262,311805
1018918,79528
1018918,104550
1018918,306665
1018918,198312
1018918,213732
1018918,104287
1018918,160867
1018918,252431
1018918,337816
1018918,447096
1018807,311386
1018807,93382
1018807,256598
1018807,299940
1018807,335269
1018807,449075
1018807,432185
1018807,58532
1018807,26488
1018807,284267
1018658,174762
1018658,243251
1018658,69907
1018658,443250
1018658,490073
1018658,115343
1018658,454444
1018658,381686
1018658,397816
1018658,436982
1018359,231794
1018359,57473
1018359,174532
1018359,169277
1018359,279654
1018359,483309
1018359,141018
1018359,463282
1018359,402745
1018359,414231
1099670,26661
1099670,126737
1099670,58492
1099670,330088
1099670,207619
1099670,309376
1099670,304801
1099670,241385
1099670,86896
1099670,225770
1018056,103614
1018056,118682
1018056,105077
1018056,305211
1018056,464903
1018056,451961
1018056,471601
1018056,18068
1018056,417762
1018056,385970
1018032,363783
1018032,479276
1018032,231175
1018032,76792
1018032,269947
1018032,98758
1018032,398467
1018032,37272
1018032,225436
1018032,30293
1017971,157157
1017971,496967
1017971,379103
1017971,230289
1017971,393764
1017971,101000
1017971,166729
1017971,238018
1017971,80604
1017971,381039
1017952,171364
1017952,220262
1017952,335991
1017952,178801
1017952,135162
1017952,8251
1017952,118213
1017952,94722
1017952,206166
1017952,169552
1017773,466862
1017773,411119
1017773,428618
1017773,146968
1017773,131002
1017773,246049
1017773,497192
1017773,388697
1017773,35942
1017773,77325
1017706,466809
1017706,466623
1017706,64731
1017706,344996
1017706,350927
